33.86,8.68,7.41,16.38,28.02,36.85,32.20,20.57,25.64
28.17,1.26,22.85,26.23,38.10,39.16,35.13,36.74,19.87
33.52,8.30,7.13,16.41,27.44,37.45,32.86,18.88,25.11
27.65,1.72,23.61,28.62,36.41,38.96,32.37,38.17,19.32
35.70,16.92,29.53,26.19,15.50,0.26,22.75,10.54,5.74
28.81,37.77,24.28,33.08,29.22,0.79,36.96,15.67,5.94
28.90,0.28,23.71,27.15,34.17,40.15,33.07,37.69,18.94
27.89,39.62,23.53,31.79,28.33,1.56,37.64,18.52,5.74
34.04,7.81,6.01,17.60,26.31,38.87,33.68,20.97,25.35
15.84,1.55,32.88,10.78,18.74,10.85,20.37,25.76,31.08
33.91,17.81,29.23,24.90,14.85,0.62,21.44,12.88,6.13
30.24,0.69,24.75,27.76,35.56,39.60,34.95,39.15,20.86
27.69,1.04,23.29,27.75,36.21,40.20,33.88,38.32,18.20
28.72,2.61,24.18,27.48,36.29,38.72,34.40,35.98,19.51
32.73,17.76,31.45,26.80,15.64,1.49,20.33,12.40,4.97
27.77,38.32,22.46,33.05,29.17,1.22,35.71,17.56,6.24
19.87,7.63,15.72,11.69,0.98,21.54,35.48,7.04,26.26
28.51,3.08,22.41,27.73,35.06,38.98,35.84,37.80,20.98
33.08,17.55,30.64,24.17,13.03,0.01,21.95,14.95,4.38
21.24,7.33,15.02,8.80,1.03,23.11,37.22,8.51,28.62
29.04,0.63,22.27,29.34,36.45,40.68,32.85,38.58,19.43
15.67,-0.04,30.91,11.71,14.83,14.11,20.10,22.93,30.50
15.67,1.97,31.03,11.16,16.56,12.13,18.14,24.56,31.67
33.72,5.66,6.05,19.77,28.11,40.05,33.49,19.39,27.06
34.31,18.21,30.59,23.40,14.36,1.65,22.11,13.93,5.14
31.09,4.93,5.70,16.41,25.44,36.77,34.47,20.43,24.18
22.67,7.46,16.69,11.28,0.24,23.03,35.93,6.99,28.27
28.40,39.41,25.09,32.78,26.87,0.08,36.48,18.96,3.61
17.71,2.06,30.68,11.65,17.93,11.71,21.72,25.21,31.46
21.44,6.13,16.32,8.02,2.31,23.91,37.69,8.06,29.17
21.17,6.04,14.89,11.82,1.02,23.22,37.84,9.29,29.11
32.88,16.17,29.69,24.79,15.97,0.08,19.37,10.52,7.30
21.57,8.39,14.25,9.83,0.50,22.44,36.43,6.28,29.10
27.71,39.17,23.49,32.55,28.56,1.22,36.24,18.06,6.03
32.68,6.18,7.43,16.84,26.24,36.75,32.03,19.82,26.63
33.21,7.89,5.45,17.59,26.76,39.50,31.75,20.72,25.48
26.73,-0.04,24.71,26.54,35.98,39.04,33.18,35.98,19.38
32.49,16.38,32.12,25.55,13.98,0.07,21.72,13.17,6.06
18.86,4.12,30.14,9.88,16.56,12.33,19.74,23.86,29.40
30.82,2.27,23.79,27.20,36.65,38.18,33.11,38.90,21.06
16.10,2.09,30.74,11.01,19.45,13.01,22.23,25.19,31.69
16.55,2.47,29.42,10.55,17.26,11.46,23.52,23.88,31.46
32.51,18.22,29.47,25.84,14.16,1.43,21.07,11.92,6.00
33.01,19.44,29.73,24.33,16.03,0.51,21.81,11.84,6.32
16.07,1.95,31.39,11.98,17.85,11.03,20.99,25.53,31.28
28.67,0.66,21.37,28.23,36.22,38.38,33.45,39.04,18.97
33.96,8.16,8.51,19.10,26.92,37.41,33.38,19.72,23.44
29.49,-0.50,25.84,29.74,36.38,38.48,34.24,37.92,19.50
16.90,2.05,33.18,11.30,19.13,11.72,20.43,25.34,29.63
26.14,38.77,24.55,33.79,27.44,0.95,35.01,16.08,5.65
32.74,9.22,7.06,18.44,26.70,38.03,31.45,19.51,24.06
28.43,38.14,22.32,33.34,26.45,0.31,36.54,18.06,4.95
28.01,0.79,24.94,28.70,35.76,37.82,33.04,36.63,19.70
28.26,1.05,21.15,28.67,36.89,37.95,34.31,39.11,19.86
26.66,1.09,22.63,27.42,36.45,39.70,34.46,37.46,20.09
26.97,39.53,21.88,30.81,29.15,0.59,37.15,18.06,4.70
27.67,40.37,24.04,32.69,27.89,1.14,35.64,17.94,4.51
32.69,7.40,7.24,18.02,26.83,38.61,34.34,19.07,23.78
29.02,0.55,22.52,27.66,34.14,37.08,31.88,38.57,21.42
30.14,0.61,22.48,29.51,37.85,40.21,33.46,37.64,20.78
29.00,38.97,24.63,32.74,27.36,0.82,35.52,17.47,5.92
31.85,8.67,7.80,15.96,26.44,38.28,33.73,21.32,23.14
32.59,15.95,30.76,25.49,15.08,0.92,20.37,13.03,3.90
27.71,38.84,24.74,34.21,28.51,1.08,36.68,19.24,4.71
15.26,1.46,31.81,11.97,19.31,13.77,22.98,24.68,30.79
17.18,5.22,29.04,12.48,17.54,12.72,21.46,24.05,31.85
24.24,39.25,24.23,33.03,28.08,0.73,34.78,16.79,5.23
27.30,38.86,23.43,33.49,27.89,2.12,36.18,18.42,3.92
17.41,2.28,31.18,11.71,18.47,11.14,17.99,26.09,31.54
27.31,39.77,23.25,32.75,27.06,2.21,36.74,16.43,3.39
17.35,3.72,32.73,11.12,16.92,12.97,22.55,26.10,32.31
21.86,7.64,16.22,12.01,1.70,23.19,35.99,7.14,29.23
17.05,1.68,32.95,10.76,17.42,14.23,20.35,24.09,33.24
32.75,9.06,5.88,16.33,26.16,38.02,33.16,21.28,25.08
28.90,0.62,22.89,28.34,36.74,41.74,33.39,37.47,19.94
29.97,1.59,21.63,27.33,36.47,37.02,33.35,38.70,21.39
31.18,17.82,30.37,26.50,14.04,1.20,20.56,11.21,5.25
29.37,39.02,23.37,32.53,28.83,1.07,33.86,17.10,4.79
27.16,2.33,23.82,28.25,34.53,38.40,34.06,39.39,19.25
27.27,41.30,24.67,33.71,28.00,-0.38,35.43,16.28,7.02
27.65,0.66,24.04,27.38,35.73,38.61,33.97,36.62,20.19
21.81,8.20,17.68,10.63,0.63,24.47,37.07,7.71,30.36
14.68,2.25,30.50,12.65,17.34,11.38,22.01,24.91,30.40
21.64,6.96,16.33,9.05,1.01,23.56,36.93,8.39,25.75
33.95,16.36,31.86,25.47,15.75,1.70,23.77,12.79,4.78
16.63,3.83,29.91,11.72,16.55,13.56,22.23,24.12,30.12
26.08,1.57,22.30,28.50,35.11,36.92,34.21,38.27,21.16
33.37,6.91,6.04,17.58,28.76,37.24,32.12,20.85,27.67
21.52,9.24,15.72,9.85,1.83,23.52,36.84,7.80,26.84
33.61,16.86,31.36,26.19,14.03,0.24,22.61,10.93,6.37
32.44,18.07,31.83,26.04,15.32,0.54,21.32,11.68,5.43
21.66,9.37,15.59,10.21,2.20,21.87,36.46,7.84,27.04
33.42,7.80,5.85,18.06,26.23,38.64,33.17,20.10,25.35
16.03,1.37,33.53,10.52,19.91,11.96,20.47,24.44,31.24
15.66,3.49,31.81,12.83,18.71,10.89,20.42,25.83,30.61
22.36,8.76,15.73,9.64,1.50,22.04,38.17,6.06,28.15
15.34,2.26,32.77,11.39,18.47,12.14,19.71,23.09,30.57
32.98,17.35,32.31,24.42,14.65,1.89,23.88,14.22,7.86
34.95,7.72,6.37,20.02,26.32,39.80,34.17,20.48,23.26
33.21,17.82,30.71,26.49,14.51,0.31,21.71,11.59,3.93
27.00,39.55,24.56,30.88,28.09,0.29,36.80,18.79,4.93
15.91,2.26,32.01,11.90,18.45,11.25,19.62,23.39,31.00
21.92,6.43,15.19,11.08,3.26,23.93,36.30,7.31,27.78
32.38,10.01,7.71,16.56,27.84,39.26,32.69,20.32,26.18
32.90,19.62,30.06,25.25,14.29,-0.26,20.99,13.00,4.37
15.87,3.56,31.68,11.43,17.43,13.14,21.60,24.67,33.08
14.01,2.39,30.34,11.92,18.43,11.88,20.44,25.42,30.95
33.00,7.13,9.39,17.86,26.43,38.46,32.66,20.81,25.53
15.88,2.54,31.53,12.25,18.79,12.36,20.78,24.15,30.57
16.75,3.10,30.77,11.98,19.50,12.70,22.10,26.31,30.97
17.19,1.13,30.75,12.69,18.46,11.55,20.69,25.53,29.77
33.17,18.32,32.18,27.56,14.72,0.24,20.94,11.21,4.94
16.20,2.23,32.63,11.64,17.28,12.03,20.34,25.82,31.76
33.30,18.25,30.64,26.12,12.60,1.34,20.52,13.58,7.32
15.67,2.10,30.92,11.36,17.18,11.49,21.77,26.73,31.34
14.12,2.42,31.51,9.76,17.24,12.60,22.02,25.81,31.41
28.76,40.89,24.12,31.56,27.75,1.97,35.33,17.34,5.02
17.52,2.06,30.40,11.79,19.69,12.17,22.33,24.99,31.54
29.56,0.12,23.10,25.61,36.36,39.64,34.76,38.64,20.54
33.18,9.20,6.45,17.09,26.77,38.36,33.61,19.66,26.52
27.09,1.29,23.01,28.81,37.34,38.93,32.51,38.25,19.48
22.47,6.80,15.66,10.40,1.09,20.89,36.49,5.42,29.01
27.72,37.16,23.21,32.22,28.32,2.25,36.65,18.32,5.02
33.37,16.41,30.13,26.03,14.99,0.67,22.06,12.89,5.92
29.66,1.86,23.02,28.21,35.59,37.95,32.25,38.72,20.09
27.19,40.22,23.09,33.13,27.61,0.18,37.25,18.93,4.00
17.06,1.48,30.14,14.00,18.80,10.95,19.41,23.84,32.05
28.77,1.44,22.85,26.70,35.33,39.25,33.39,38.64,18.76
34.62,9.39,5.41,16.94,25.32,38.61,32.84,19.76,25.51
16.45,3.52,30.92,12.71,18.55,12.54,21.18,26.27,31.56
27.37,40.29,23.81,31.71,27.43,0.51,36.27,17.38,3.63
27.64,38.45,25.66,32.38,27.32,1.22,35.07,17.83,3.08
24.09,7.09,16.06,10.20,1.81,21.42,37.14,5.95,27.47
28.03,39.95,24.26,31.41,29.72,1.93,35.77,19.43,4.54
22.18,7.96,14.51,10.09,3.09,22.28,35.27,6.42,27.53
22.03,7.20,16.08,10.96,2.32,22.35,36.69,6.90,28.06
28.49,2.47,23.96,26.38,35.93,40.42,34.15,37.28,19.17
33.86,16.96,29.85,24.97,14.90,-0.17,22.69,13.01,6.81
30.27,1.23,23.65,28.10,37.20,38.13,32.55,38.98,20.96
35.63,17.88,30.89,25.02,15.48,0.59,21.22,12.45,6.22
32.21,9.14,6.63,17.92,27.83,38.94,34.15,20.36,24.26
33.78,17.44,30.39,25.72,14.19,1.21,22.65,11.60,4.57
30.39,0.53,23.68,27.28,37.84,37.45,33.08,36.93,19.49
33.38,8.48,6.24,18.67,26.20,38.63,33.90,22.09,24.74
21.90,7.31,15.57,9.87,3.21,22.00,36.90,7.34,27.38
15.75,2.00,30.81,11.86,19.04,12.46,21.63,23.73,30.30
16.73,2.56,31.44,13.30,17.70,11.56,21.26,23.45,30.63
26.81,38.23,23.21,32.67,28.88,0.76,37.26,17.82,4.98
31.97,18.08,30.19,25.63,14.78,0.54,22.22,13.78,4.81
30.07,0.55,24.14,30.90,37.16,39.22,33.93,38.80,20.29
27.58,36.38,23.21,32.18,28.03,0.72,37.99,18.96,5.21
34.50,7.25,8.63,16.75,27.38,37.92,33.82,19.49,25.39
29.53,1.74,25.13,26.81,34.84,38.94,34.17,36.77,19.73
28.34,1.73,23.46,28.45,37.64,39.47,33.61,37.29,19.63
25.09,39.50,24.56,31.68,25.95,1.92,35.85,19.33,3.76
28.47,37.94,24.13,34.88,29.11,1.88,37.13,19.55,4.72
34.87,7.63,8.40,18.54,27.57,38.64,34.38,20.16,25.73
22.51,7.43,16.50,9.04,0.14,22.96,36.86,7.42,25.96
31.41,18.32,29.96,26.55,12.67,1.32,23.21,13.07,6.76
21.21,7.93,15.25,8.81,0.50,22.56,36.41,7.83,28.58
22.04,6.27,15.44,9.41,2.47,24.00,37.13,8.22,28.86
27.96,2.05,23.32,29.65,35.76,38.28,33.12,39.32,20.67
21.45,6.53,16.93,8.66,2.92,23.18,37.65,6.76,29.37
32.33,16.63,31.27,25.98,13.37,1.13,21.62,13.21,6.70
20.89,6.36,16.34,8.69,1.80,23.34,38.93,7.19,29.41
20.96,7.70,17.08,9.58,2.19,23.46,37.76,6.10,28.90
29.00,0.79,22.22,27.16,34.28,38.95,34.09,38.09,21.88
28.58,1.25,23.94,27.58,37.80,39.04,32.30,37.01,20.32
27.75,38.88,23.94,31.99,28.11,1.08,36.52,19.22,4.43
32.76,18.97,28.34,25.02,15.31,-0.56,22.13,13.74,6.59
25.87,38.92,23.81,31.53,28.85,1.71,36.43,18.40,6.05
33.10,8.48,6.29,16.71,28.10,39.54,32.07,20.69,24.35
28.57,40.76,24.15,32.48,29.06,0.66,35.45,19.25,6.55
16.57,0.26,30.90,11.08,18.25,11.43,22.67,23.44,31.53
31.77,18.44,28.77,24.79,14.81,1.54,23.08,12.70,6.04
34.00,7.67,6.26,18.26,26.33,38.47,31.94,20.25,24.27
16.13,2.91,30.35,11.16,18.04,11.05,20.51,22.92,32.48
25.60,38.34,23.78,32.41,28.97,2.87,34.76,17.01,5.46
17.37,1.30,32.23,11.05,16.74,10.93,22.79,25.39,31.18
33.15,18.94,32.75,25.90,13.72,-0.64,22.02,14.81,6.54
22.96,7.78,16.18,9.79,0.69,21.55,33.76,7.56,28.29
17.37,2.49,31.97,11.46,19.38,13.12,22.52,24.06,30.87
14.01,0.48,32.37,13.04,17.94,11.79,19.39,22.62,30.76
17.47,1.89,30.73,11.29,19.37,13.05,19.92,24.77,31.15
14.89,1.90,30.15,11.91,18.16,10.61,20.81,26.11,32.62
33.98,18.51,31.30,24.89,13.76,1.76,22.20,12.47,5.24
15.07,-0.67,31.53,9.80,17.39,13.03,22.78,24.99,30.22
31.09,6.65,5.55,17.90,26.33,38.48,32.75,18.97,26.54
22.19,7.49,16.22,11.15,2.17,22.33,38.37,6.84,27.71
20.84,7.78,15.47,8.36,-1.11,23.04,37.09,7.68,28.96
16.64,1.48,30.85,10.40,18.23,11.17,20.17,25.42,31.05
27.72,0.82,21.71,26.76,36.33,39.06,33.10,37.82,20.70
31.95,6.73,8.52,16.41,28.61,39.18,35.56,20.43,24.88
28.23,39.09,24.01,33.41,28.05,0.55,34.06,19.73,5.31
29.65,0.69,24.33,28.62,37.76,40.20,33.32,38.08,19.64
33.96,17.35,30.53,25.87,15.88,-0.89,19.81,14.08,6.00
23.44,7.29,15.78,9.11,0.13,21.61,36.74,5.88,28.72
27.56,37.43,24.93,32.83,28.08,2.44,34.53,18.04,4.88
35.20,7.31,6.81,17.60,26.01,39.37,33.09,19.02,26.15
32.90,16.70,31.25,25.41,15.15,0.03,21.11,12.69,5.49
32.52,16.60,29.70,24.93,13.09,0.64,21.73,13.41,5.01
22.62,7.74,16.28,11.65,1.03,22.69,33.79,6.85,29.32
15.12,3.26,31.42,10.79,18.90,12.84,22.47,26.23,32.12
23.94,7.16,15.66,9.74,0.15,23.85,37.29,6.99,28.51
27.99,1.09,22.47,27.61,37.31,37.70,31.53,40.00,21.36
28.10,38.74,24.26,34.59,28.41,1.31,36.43,18.01,3.66
34.37,7.87,6.15,17.14,26.61,37.91,33.06,19.09,25.34
14.89,1.39,31.48,12.02,19.89,12.91,20.32,25.28,31.89
22.34,8.89,17.04,9.53,0.71,22.96,37.70,7.51,28.38
26.96,39.32,22.81,33.99,28.31,0.47,35.58,19.06,4.87
34.40,18.14,30.43,25.16,15.79,0.90,20.94,13.89,5.54
34.23,19.06,32.30,25.21,11.90,0.56,19.92,11.69,10.01
16.09,1.65,31.37,11.18,18.96,12.14,22.64,25.76,30.51
35.42,19.08,30.61,22.74,14.70,-0.31,21.90,12.98,6.23
27.29,38.35,25.12,31.20,29.14,-1.56,35.47,18.88,5.03
28.37,38.67,24.26,33.80,28.81,0.82,36.88,17.87,5.05
21.54,7.69,15.26,10.10,1.78,23.89,37.08,8.02,29.26
22.82,5.50,15.57,9.23,1.09,20.55,37.16,5.87,27.82
28.34,0.83,23.13,27.17,37.15,39.82,32.09,36.99,22.05
32.41,8.04,5.74,15.75,26.27,38.36,31.80,19.80,23.42
33.76,17.70,30.17,24.98,14.20,0.95,21.93,12.10,6.03
27.69,38.60,22.32,31.72,27.75,0.60,35.95,17.20,4.40
33.07,16.63,30.39,24.68,13.80,0.40,22.21,15.19,5.45
33.24,7.87,6.92,16.93,26.90,37.49,31.78,22.60,23.65
21.76,9.06,16.98,8.96,1.36,22.97,37.44,8.42,29.46
33.77,17.92,30.81,25.28,14.22,0.80,21.54,13.22,5.19
32.87,6.65,4.72,16.28,24.94,38.50,33.58,21.31,25.57
27.76,40.18,25.36,32.08,27.10,1.52,37.05,17.16,4.16
33.56,7.14,7.97,16.19,27.69,41.49,33.73,18.34,24.38
16.93,3.23,31.80,10.75,19.30,12.32,19.72,23.87,31.10
34.14,16.72,29.67,26.65,14.32,-0.41,22.32,12.93,6.90
32.54,16.91,30.62,27.21,13.76,0.44,21.82,13.63,5.35
