21.68,26.00
39.68,23.30
30.16,28.66
31.82,26.71
38.92,23.67
21.52,25.71
16.34,1.37
31.57,11.68
19.23,27.27
29.04,12.48
39.81,24.27
16.15,0.62
30.84,13.47
32.12,11.58
16.38,1.78
18.55,11.87
31.20,9.54
22.21,26.15
16.95,1.92
17.72,2.85
15.12,1.88
17.85,11.66
32.32,27.37
38.75,25.26
39.91,22.92
31.11,12.07
30.44,28.79
32.29,10.76
33.83,10.97
38.31,23.85
30.46,28.38
17.18,3.93
22.27,24.86
38.80,24.14
39.41,23.08
31.56,27.35
16.52,2.18
19.72,23.87
30.78,9.50
32.15,29.14
19.63,12.45
17.08,10.69
31.56,27.72
21.33,25.73
39.86,23.61
15.65,2.34
15.82,1.23
22.26,25.40
18.40,12.21
30.11,27.49
32.94,11.17
19.42,25.18
18.40,11.76
32.41,11.16
29.11,10.79
19.97,11.21
31.62,9.61
37.34,23.24
16.29,3.71
14.79,2.67
15.79,2.20
17.27,12.48
39.18,23.79
17.25,2.41
16.13,3.54
30.23,27.69
16.38,1.71
32.54,27.98
16.88,2.30
24.36,25.92
31.87,11.34
39.21,24.23
15.98,3.02
32.86,28.14
37.91,25.86
22.15,25.55
20.11,26.77
40.31,25.78
17.01,2.81
31.89,11.39
18.56,12.71
29.68,28.71
31.96,27.35
38.75,24.33
20.89,26.59
39.55,22.92
31.40,28.27
22.34,25.12
16.60,2.32
32.73,25.84
32.49,11.07
30.61,28.47
32.03,11.52
39.40,24.01
17.34,2.52
18.25,12.41
21.15,24.76
16.39,12.54
31.54,9.31
39.82,23.50
38.71,25.19
16.86,12.36
30.76,12.76
30.94,11.03
40.54,23.42
30.92,27.07
17.43,13.14
30.41,11.31
40.86,24.86
18.34,11.04
17.50,12.02
19.36,11.44
16.30,15.21
31.17,26.64
22.29,27.10
31.34,28.06
19.45,13.22
19.74,2.57
21.17,24.04
30.04,11.05
19.58,23.09
30.57,27.43
17.52,2.88
31.10,10.22
20.24,25.39
15.57,2.59
18.53,10.37
18.55,14.41
39.33,26.36
33.65,11.38
39.16,22.55
20.94,23.31
15.46,1.78
17.06,12.10
32.14,26.53
39.11,24.40
19.50,12.70
30.42,12.02
32.16,27.27
30.73,11.29
20.59,26.19
31.25,12.43
33.17,11.24
16.32,0.78
32.88,11.20
34.38,26.08
31.94,12.78
22.01,24.87
30.14,28.66
18.44,12.88
40.04,23.85
31.60,27.11
17.82,11.63
22.47,23.70
17.91,12.17
39.88,23.53
17.55,11.50
14.74,1.64
18.60,12.07
18.50,13.45
21.19,23.91
15.76,0.18
38.96,23.74
30.32,28.14
31.12,12.27
16.74,1.78
21.34,25.18
30.16,27.75
17.08,2.46
18.82,11.60
21.68,25.40
20.97,23.74
14.46,2.39
30.99,11.81
32.22,27.11
16.85,2.13
22.39,26.09
14.68,1.34
17.49,11.62
19.25,12.97
37.78,21.79
37.35,22.78
15.80,1.88
41.27,24.10
31.16,28.25
14.61,1.60
15.43,2.68
14.82,2.83
15.99,11.59
20.62,24.53
17.86,1.90
16.88,1.00
31.14,26.93
16.55,1.42
31.26,28.18
30.54,27.78
21.19,24.96
20.94,22.65
36.74,21.44
32.57,11.27
33.35,11.18
18.81,11.91
22.00,26.43
32.10,27.45
21.31,24.09
18.98,11.50
39.19,24.09
20.69,23.16
31.12,11.71
20.23,24.90
18.74,10.85
16.38,2.13
20.97,25.93
20.46,25.23
15.69,2.09
31.33,11.06
30.25,27.11
31.61,11.13
22.07,24.74
16.84,10.95
21.68,25.97
21.99,25.28
38.97,23.61
38.10,23.22
32.66,27.97
18.18,12.27
30.95,28.45
14.49,2.42
20.03,11.94
18.50,12.21
17.70,13.11
17.26,11.46
39.60,24.10
17.25,1.68
38.97,24.63
14.81,0.54
29.39,11.21
16.95,0.97
20.74,25.03
29.67,25.83
14.88,1.66
18.74,12.63
30.18,27.25
20.94,23.99
31.04,28.81
16.55,12.47
22.23,24.12
17.24,12.64
33.97,10.22
16.53,1.23
17.72,12.32
22.24,24.63
31.83,27.83
40.19,24.10
38.85,22.73
22.04,22.91
17.03,11.56
18.90,11.94
20.37,25.25
30.35,12.43
40.11,24.89
37.21,23.18
